Date,y_real,VaR_95,ES_95,VaR_99,ES_99,violation_95,violation_99
2023-01-24,-0.0007117545093184,-0.0203053649067033,-0.0308367101952185,-0.0399865023346698,-0.0594066278580669,0,0
2023-01-25,-0.0001817464343489,-0.0198696911200287,-0.0351472257147714,-0.0378764582220777,-0.0697694611251889,0,0
2023-01-26,0.0109476929420432,-0.0188764073136483,-0.029027085314225,-0.0365972537872505,-0.0552071467298203,0,0
2023-01-27,0.002491751986262,-0.0202561141482844,-0.0327256649784271,-0.0395578700857472,-0.0580597089569419,0,0
2023-01-30,-0.0130535843486352,-0.0222797578109881,-0.0347453608570879,-0.0396788413656257,-0.0549507512969537,0,0
2023-01-31,0.0145363098525636,-0.0241147792200784,-0.0379291748675952,-0.0459597229623406,-0.0643324715962711,0,0
2023-02-01,0.0103980652049649,-0.0185159690986024,-0.0310361906013026,-0.0365242849312081,-0.0515169246058087,0,0
2023-02-02,0.0145923833680035,-0.0186839233964168,-0.0325547014447428,-0.0367179119192968,-0.0547068834171569,0,0
2023-02-03,-0.0104085961397345,-0.0185037148261012,-0.0313542537952279,-0.0367635927524011,-0.0522234551220459,0,0
2023-02-06,-0.0061593925946609,-0.0246684674830181,-0.0368925002708183,-0.0460040490824844,-0.0722525640921537,0,0
2023-02-07,0.012790358716411,-0.0199917702721702,-0.0326517352230039,-0.0384567523285314,-0.0609273181738859,0,0
2023-02-08,-0.0111425640954614,-0.0193084832964321,-0.0317399625679399,-0.0377939564555025,-0.0634259928283819,0,0
2023-02-09,-0.0088690187479873,-0.0244862591770914,-0.0379376992420247,-0.0456152300677706,-0.0704197135394379,0,0
2023-02-10,0.0021928652588764,-0.024523605704311,-0.0423555407790772,-0.04545359632838,-0.0695293273028223,0,0
2023-02-13,0.0113835509599289,-0.0194995130248749,-0.0300295668101833,-0.0362600963254705,-0.0781429244006333,0,0
2023-02-14,-0.0002804402584723,-0.0202831371958573,-0.0325273876112794,-0.0388887733945851,-0.0606655721112304,0,0
2023-02-15,0.0027693339427078,-0.0185358802591301,-0.0312516779519377,-0.0350473863780694,-0.0585840446410834,0,0
2023-02-16,-0.0138846927303979,-0.0210387545309246,-0.0317544418713586,-0.0374799346423958,-0.0492494337028782,0,0
2023-02-17,-0.002771236243206,-0.0211279577164663,-0.0335195262334999,-0.0415015763569388,-0.0595248657244989,0,0
2023-02-21,-0.0202447839127596,-0.018144647311531,-0.0286173383307642,-0.0346945760314148,-0.0445266007387999,1,0
2023-02-22,-0.0015748107494071,-0.0224673480475198,-0.0374885018843673,-0.0427220809402109,-0.0575638278407408,0,0
2023-02-23,0.0053152983835109,-0.018253647382116,-0.0307763187886894,-0.0343232911234044,-0.0537829036483539,0,0
2023-02-24,-0.0105934823449632,-0.017419552226748,-0.0280164064335748,-0.0331855536819746,-0.056703810292976,0,0
2023-02-27,0.0030683048311681,-0.0226106132395566,-0.0339295138240761,-0.0413146647930628,-0.0660390264437137,0,0
2023-02-28,-0.003040622873585,-0.0191630446515411,-0.029444512626345,-0.0344238050381314,-0.0429579246483689,0,0
2023-03-01,-0.004736461734855,-0.0186528351105255,-0.0301058455595397,-0.035295035375132,-0.0502417730480121,0,0
2023-03-02,0.0075535924415834,-0.0185100514072306,-0.0308880702538225,-0.0350557727015023,-0.0463229319344614,0,0
2023-03-03,0.0160187504223377,-0.0170229289091181,-0.0271246877618534,-0.0319766548661039,-0.0494878509810483,0,0
2023-03-06,0.0006869235409689,-0.01897194858517,-0.0296938769919621,-0.0364621446629528,-0.0530980668037848,0,0
2023-03-07,-0.0154455893874864,-0.0108487526835019,-0.0183174518317548,-0.0212731613471627,-0.0318677610166606,1,0
2023-03-08,0.001413796000877,-0.0205611753720793,-0.0345100260334977,-0.0393155688683975,-0.0573231323152314,0,0
2023-03-09,-0.0186318474241411,-0.0170217649250935,-0.0262313205466966,-0.0320114431127324,-0.0483861065896129,1,0
2023-03-10,-0.0145839743752631,-0.0201879132369418,-0.0341290521333885,-0.0385510747171344,-0.0536691346418048,0,0
2023-03-13,-0.0015109075093273,-0.0202257533697702,-0.0321318721159214,-0.0388655429014844,-0.0553685135871092,0,0
2023-03-14,0.0163423808013715,-0.0183658731047722,-0.0286818263392543,-0.033530425778211,-0.0464565753788741,0,0
2023-03-15,-0.0070053620924283,-0.0179937846103766,-0.0296593070300209,-0.0356665734440725,-0.0576352122780575,0,0
2023-03-16,0.0174095769811575,-0.0192496672397753,-0.0306151394439997,-0.0363539392744586,-0.0590391499452766,0,0
2023-03-17,-0.0110806119813162,-0.019133165320958,-0.0301537786387528,-0.0371859681454747,-0.0536979121678442,0,0
2023-03-20,0.008878875748083,-0.023109761211507,-0.0364316753633876,-0.0418123960070174,-0.0647890296041454,0,0
2023-03-21,0.012898635217663,-0.0177028758975095,-0.0273955190946904,-0.0332730008713001,-0.0487379289469352,0,0
2023-03-22,-0.016600236904571,-0.0183501738871226,-0.0296501671689175,-0.0366164485178866,-0.0521428034795165,0,0
2023-03-23,0.0029800838470393,-0.0208406113516939,-0.0371269469874327,-0.0397244340352396,-0.0596252605677766,0,0
