Date,y_real,mu_pred,sigma_pred,VaR_95,ES_95,VaR_99,ES_99,violation_95,violation_99
2025-01-15,0.0181471323698615,0.0005422306112716,0.0057704666285156,-0.0124598406913065,-0.0195041745670508,-0.0235248896443144,-0.0365158311620405,0,0
2025-01-16,-0.0021149390625388,0.0009843074111456,0.0055350068440198,-0.0115419611226169,-0.018507620154369,-0.022298495271885,-0.030264656465045,0,0
2025-01-17,0.0099414929727418,0.0008391376949418,0.0062925117801015,-0.0133775403996936,-0.0214016369049015,-0.0255436202005337,-0.0353726143567087,0,0
2025-01-21,0.0087299964623364,0.0010305065190454,0.0056911644626493,-0.0118096263182858,-0.0188339769703756,-0.0227662491961091,-0.034330111458908,0,0
2025-01-22,0.006119183945593,0.0011256960475793,0.0056671428041737,-0.0116538677794579,-0.018663708714758,-0.0225476275441156,-0.0361329520866251,0,0
2025-01-23,0.0052994286675692,0.0012244790137182,0.0056442548792086,-0.0114973128074931,-0.0165534966516799,-0.0223310280894312,-0.031519821818967,0,0
2025-01-24,-0.0028592280026752,0.0011199894726555,0.0056583209169162,-0.0116289091474365,-0.0190636460852019,-0.0224776530061745,-0.0335493084373244,0,0
2025-01-27,-0.0146880509291065,0.0009913890864655,0.0063806633228617,-0.0133780042431116,-0.0217364379457598,-0.0255934024839793,-0.0371126709145943,1,0
2025-01-28,0.0091756424813447,-0.0004617729465617,0.0064536392268615,-0.0150927902386236,-0.0226791740573194,-0.0277022638166143,-0.0465858574414847,0,0
2025-01-29,-0.0046898699733304,0.0013145965277792,0.00703633344385,-0.0145583572788633,-0.0262100599033516,-0.0280992597798267,-0.0417634672954998,0,0
2025-01-30,0.005261537692963,0.0013075216379249,0.0072736228231902,-0.0150887300469622,-0.0257632662648948,-0.0290550187887434,-0.0406301913221315,0,0
2025-01-31,-0.0050595979298135,0.0010080632129315,0.0065291959293658,-0.0137159131167725,-0.0223986134172897,-0.0262679649235282,-0.0370921433402693,0,0
2025-02-03,-0.0076376972269688,0.0012957312077427,0.0070476847709109,-0.0145643066054286,-0.0234717482141598,-0.0280267761803626,-0.0393194030829965,0,0
2025-02-04,0.0071989142897555,0.0012255128941666,0.0071466754480938,-0.014837808510006,-0.0222924723341725,-0.0284387970964054,-0.0469755327933987,0,0
2025-02-05,0.0039010542911933,0.0011025291608597,0.0062051520157741,-0.012844844001526,-0.0212418399698382,-0.0246547245372887,-0.0338063891466067,0,0
2025-02-06,0.0036376671520649,0.0011620452097381,0.0045442000981831,-0.0090472577795223,-0.0148917051306864,-0.017683679008361,-0.0238204658782215,0,0
2025-02-07,-0.0095098474171072,0.0007469384827405,0.005484474514477,-0.0115776341143212,-0.0180151624672017,-0.0220083035076987,-0.0346984108406146,0,0
2025-02-10,0.0066901111744506,0.0011532125104336,0.0065324150129861,-0.0135254432426302,-0.0223301884438057,-0.0259470109939049,-0.039840503765624,0,0
2025-02-11,0.000339531969135,0.0016454850982995,0.005667087403509,-0.0110966441868581,-0.0181971135376314,-0.0218932724145787,-0.0318675851490709,0,0
