Date,y_real_baseline,VaR_99_baseline,ES_99_baseline,violation_99_baseline,y_real_sentiment,VaR_99_sentiment,ES_99_sentiment,violation_99_sentiment
2020-02-21,-0.0105738150228934,-0.0199484574478932,-0.0337584974306951,0,-0.0105738150228934,-0.0177392818839782,-0.0286151166555684,0
2020-02-24,-0.0340880771197189,-0.0328722341182132,-0.0792467835143875,1,-0.0340880771197189,-0.0333885216014183,-0.0538108348396834,1
2020-02-25,-0.0307478941889017,-0.0486800704690755,-0.1054539726572963,0,-0.0307478941889017,-0.0395898954135274,-0.0700785833874797,0
2020-02-26,-0.0037857074291414,-0.0547728284222331,-0.0891668440029178,0,-0.0037857074291414,-0.0539771289656029,-0.106589898655606,0
2020-02-27,-0.0451681420122423,-0.0374724719548762,-0.058856638144911,1,-0.0451681420122423,-0.036171829887819,-0.053322453503319,1
2020-02-28,-0.0082724499142758,-0.0517877879435392,-0.0757583268692634,0,-0.0082724499142758,-0.0592852447542611,-0.0958283851901043,0
2020-03-02,0.0450108651727778,-0.039591056542295,-0.0572505774791759,0,0.0450108651727778,-0.0365609986742753,-0.0503596551456483,0
2020-03-03,-0.0285104969659749,-0.0294218457790934,-0.0440460214411435,0,-0.0285104969659749,-0.0279591196658952,-0.0405067160466153,1
2020-03-04,0.0413363495923677,-0.0534364825716576,-0.0889453061406411,0,0.0413363495923677,-0.051726194982068,-0.0935332966256676,0
2020-03-05,-0.0345107906417928,-0.0304564332849571,-0.0509185844479986,1,-0.0345107906417928,-0.0293355353374282,-0.0598158456160176,1
2020-03-06,-0.0172009357419936,-0.0563445917401187,-0.107707208733317,0,-0.0172009357419936,-0.0551857818627849,-0.0883380591180295,0
2020-03-09,-0.0790103920822729,-0.0572051827271717,-0.0917285613276418,1,-0.0790103920822729,-0.0577394842579543,-0.0943296774582302,1
2020-03-10,0.0482150441266199,-0.0621910419210531,-0.0981701970763801,0,0.0482150441266199,-0.0613914963278278,-0.1388676388648151,0
2020-03-11,-0.0501028933153897,-0.0334505812184624,-0.0558964666227921,1,-0.0501028933153897,-0.0343931641913356,-0.0526000603981526,1
2020-03-12,-0.0999448556802066,-0.0679257903034293,-0.1352654554933642,1,-0.0999448556802066,-0.0679352032006878,-0.1442676211419783,1
2020-03-13,0.0888083967529246,-0.0769556910472193,-0.246692032509108,0,0.0888083967529246,-0.0756237764646975,-0.1547737778988574,0
2020-03-16,-0.1276521830653392,-0.041152872607021,-0.0857673735184508,1,-0.1276521830653392,-0.0384843755209986,-0.0640521205697794,1
2020-03-17,0.0582262890612566,-0.0903774443986944,-0.2185109764358062,0,0.0582262890612566,-0.090832910522232,-0.270330696798687,0
