Date,y_real,VaR_95,ES_95
2020-02-21,-0.0105738150228934,-0.0096986010240898,-0.0170848954550799
2020-02-24,-0.0340880771197189,-0.0147647646616896,-0.0288199061162665
2020-02-25,-0.0307478941889017,-0.0211916345950456,-0.0482871825911115
2020-02-27,-0.0451681420122423,-0.0186214304380447,-0.0302785312308414
2020-03-03,-0.0285104969659749,-0.0137652953726996,-0.0222619892999423
2020-03-05,-0.0345107906417928,-0.0140816896100247,-0.0264270223147783
2020-03-09,-0.0790103920822729,-0.0257088018357679,-0.05259720590596
2020-03-11,-0.0501028933153897,-0.0153264429663193,-0.0285381303316925
2020-03-12,-0.0999448556802066,-0.0287865579026198,-0.0615045734516959
2020-03-16,-0.1276521830653392,-0.0177060671074046,-0.0351583805476347
2020-03-18,-0.0532222549833952,-0.0204014561648374,-0.0448245409949664
2020-03-20,-0.0443276366243312,-0.0217448261112938,-0.0504491799616658
2020-03-27,-0.0342678460444303,-0.0257587951611797,-0.1624656068800877
2020-06-11,-0.0607526945420899,-0.0176852764315179,-0.0305876306808369
2020-06-24,-0.0261952459494167,-0.0140809214011276,-0.0254450595502432
2020-06-26,-0.0245252173351294,-0.0172889242194664,-0.0281204346769851
2020-09-03,-0.0357575855396642,-0.0097015159900079,-0.0159231629287904
2020-09-08,-0.0281488368506128,-0.0177652182002385,-0.0318678826976386
2020-09-23,-0.0240073552153839,-0.0172329545341277,-0.0262942284468429
2020-10-26,-0.0187644665127659,-0.0162155043318042,-0.0290944971892225
2020-10-28,-0.0359255417333993,-0.016677980143772,-0.0271924906513897
2021-01-04,-0.0148647717692249,-0.0079902441442757,-0.0155078346189763
2021-01-27,-0.0260133158686382,-0.0093083404252438,-0.0174940300143577
2021-01-29,-0.0195003795636506,-0.0153238761453175,-0.0247703698660112
2021-02-25,-0.0247833832014874,-0.0141863757628262,-0.0235895163956619
2021-03-18,-0.0148705457646131,-0.0138091579595465,-0.0236120511808194
2021-05-10,-0.010490475274578,-0.0093945456546894,-0.0151993787602416
2021-05-12,-0.0216827925368824,-0.0160005423695829,-0.0274232983804877
2021-06-18,-0.0132113632595181,-0.0108988359679492,-0.0170361531254983
2021-07-19,-0.0159967995826508,-0.0144109289266494,-0.0263502907081295
2021-08-18,-0.0108066622017543,-0.0107148512228095,-0.0201115297755141
2021-09-28,-0.0205743220553324,-0.0102586788009191,-0.0208029421068312
2021-09-30,-0.0119812209738146,-0.0092538845622023,-0.0164416935322484
2021-10-04,-0.0130709339999375,-0.010391211431306,-0.0171351164450398
2021-11-26,-0.0229870232086985,-0.0106216911546717,-0.0163423568140567
2021-11-30,-0.0191433769923367,-0.0097193281233865,-0.0186925303764599
2022-01-05,-0.0195832515018321,-0.0133579169771246,-0.0212559339481507
2022-01-13,-0.014346026544273,-0.0122560691878987,-0.0202727012750744
2022-01-18,-0.0185590978783949,-0.0134731154541902,-0.0228330443225225
2022-02-03,-0.0246934847129309,-0.015364626296349,-0.0258024021509813
2022-02-10,-0.0182818249080078,-0.0168467892744731,-0.026428487939359
2022-02-11,-0.0191516958047604,-0.0169304010336226,-0.0299976787816295
2022-02-17,-0.021400503970776,-0.0141508174177221,-0.0238507835242374
2022-03-07,-0.0299625932579454,-0.0225060630768291,-0.0381783433443672
2022-04-22,-0.0281320828600566,-0.0192223420070905,-0.0296842171394989
2022-04-26,-0.0285500038051942,-0.0155238874484409,-0.0248526482820213
2022-04-29,-0.0369591539233294,-0.0188518122619908,-0.0319747836315795
2022-05-05,-0.0363006766217827,-0.0221838437393857,-0.0375754561411848
2022-05-09,-0.0325615064825086,-0.0211519710898762,-0.0357458685580898
2022-05-18,-0.0412338179284718,-0.0233015792292793,-0.041923361851145
2022-06-13,-0.0395399255036289,-0.0346062982314897,-0.0598275082859869
2022-08-26,-0.0342685752082448,-0.0176463645892629,-0.0274712380582656
2022-09-13,-0.0441991842044157,-0.0197176704740396,-0.0330603009538749
2022-10-07,-0.0284031946425847,-0.0255603285651982,-0.0410111302987834
2022-11-02,-0.0253198553584949,-0.0237668051774313,-0.0379600082657337
2022-11-09,-0.0209967743328018,-0.0200070097349786,-0.0353579201512095
2022-12-15,-0.0252374858212477,-0.0246964515492217,-0.0424952189474252
2023-02-21,-0.0202447839127596,-0.018144647311531,-0.0286173383307642
2023-03-07,-0.0154455893874864,-0.0108487526835019,-0.0183174518317548
2023-03-09,-0.0186318474241411,-0.0170217649250935,-0.0262313205466966
2023-04-25,-0.0159371701551567,-0.0095257322261344,-0.0161184297447468
2023-05-02,-0.0116538972467556,-0.0100085234918509,-0.0172943676922573
2023-05-23,-0.0112854675910356,-0.0109169722188745,-0.0171008336413144
2023-08-02,-0.0139362130413624,-0.0118056111433594,-0.0182867074872856
2023-08-15,-0.0116181278159557,-0.0107548054058211,-0.0176706055202865
2023-08-24,-0.0135493522716367,-0.0115111835432377,-0.0190994727883709
2023-09-15,-0.0122341518047621,-0.0118897600433932,-0.0195790702992169
2023-09-26,-0.0148441524626065,-0.0106974758319352,-0.0167961790133202
2023-10-03,-0.0138393861927865,-0.0111196834277868,-0.0185715878468731
2023-10-18,-0.0134904087798078,-0.0126402664723634,-0.0201525569985857
2023-10-25,-0.0144434450238718,-0.0111684385359988,-0.0183897743241773
2023-12-20,-0.0147931438619793,-0.011816882659675,-0.0180026924603869
2024-01-31,-0.0162368492104371,-0.0102346246687546,-0.0157208059271837
2024-02-13,-0.0137686051242626,-0.0095953333057629,-0.0145357766290965
2024-04-04,-0.0124110214341974,-0.0100334958986876,-0.0165833193907107
2024-04-12,-0.014657587227194,-0.0100151534962769,-0.0181740134369103
2024-04-30,-0.0158555550658261,-0.0129444539563188,-0.0200497696320706
2024-07-17,-0.0140254458458175,-0.0105793352606468,-0.0160255877603814
2024-07-24,-0.0234212328686391,-0.0131929704183473,-0.0213790076031662
2024-08-01,-0.0137881184966431,-0.0109251038001586,-0.0187090369919082
2024-08-02,-0.0185529033106037,-0.0152031267088275,-0.0226075424499565
2024-08-05,-0.0304270449190397,-0.0163194302853969,-0.0267481282202433
2024-09-03,-0.021377958577089,-0.019229419764268,-0.0304072226161962
2024-10-31,-0.0187901303444788,-0.0108040253037849,-0.0183930977206733
2024-11-15,-0.0132914301175246,-0.012345044837974,-0.0206070968905493
2024-12-18,-0.0299365039227115,-0.0118806848333419,-0.0203262905672015
2025-01-07,-0.0111660218809778,-0.010383126382778,-0.0175862926248217
2025-01-10,-0.0155316443538942,-0.01127007703896,-0.0181745110407816
2025-02-21,-0.0172113906215363,-0.0124873447608229,-0.0213534168125345
2025-02-27,-0.0159917537622633,-0.0125806973919155,-0.0191172257544056
2025-03-03,-0.0177534051858234,-0.0104162873587032,-0.0168854745946493
2025-03-06,-0.0179796834527301,-0.0103096431789184,-0.0168444908768489
2025-03-10,-0.0273435352259931,-0.0111013073058788,-0.0187218508325367
2025-03-13,-0.0139883695066016,-0.0121450641154696,-0.0202263009075881
2025-03-28,-0.0199346158188688,-0.0189807237502659,-0.0305321921375438
2025-04-03,-0.0496059128307296,-0.0191541750612976,-0.0308026281633702
2025-04-04,-0.0616090539678742,-0.0266032361251552,-0.043004055638452
2025-04-10,-0.0352206074844076,-0.0252146772102223,-0.0422557818767645
2025-06-13,-0.011360676759867,-0.0111242624586617,-0.0174710619870631
2025-08-01,-0.0161213758828399,-0.0120914648637063,-0.0197281310484974
2025-10-10,-0.0274859756456597,-0.0129856683473181,-0.021738300457049
2025-11-04,-0.0118062489182134,-0.0116056447206779,-0.0190191823789701
2025-11-13,-0.0166954535399741,-0.0126095703473782,-0.0209119536179842
2025-11-20,-0.0156897274459146,-0.0123308440493707,-0.020887171147407
2026-01-20,-0.0208424605041134,-0.0121629711778061,-0.0185702545384242
2026-02-12,-0.0157849342167915,-0.0133994595796502,-0.0222096431487274
2026-02-23,-0.0104399644464837,-0.0102260319464047,-0.0158075407976301
