Date,y_real,VaR_99,ES_99
2020-02-24,-0.0340880771197189,-0.0333885216014183,-0.0538108348396834
2020-02-27,-0.0451681420122423,-0.036171829887819,-0.053322453503319
2020-03-03,-0.0285104969659749,-0.0279591196658952,-0.0405067160466153
2020-03-05,-0.0345107906417928,-0.0293355353374282,-0.0598158456160176
2020-03-09,-0.0790103920822729,-0.0577394842579543,-0.0943296774582302
2020-03-11,-0.0501028933153897,-0.0343931641913356,-0.0526000603981526
2020-03-12,-0.0999448556802066,-0.0679352032006878,-0.1442676211419783
2020-03-16,-0.1276521830653392,-0.0384843755209986,-0.0640521205697794
2020-03-18,-0.0532222549833952,-0.0522658950310742,-0.0977055019547003
2020-06-11,-0.0607526945420899,-0.0344785087000095,-0.0585382703892373
2020-09-03,-0.0357575855396642,-0.0174244160708366,-0.0236281316048496
2020-10-28,-0.0359255417333993,-0.0324133343996049,-0.0503144682711052
2021-01-27,-0.0260133158686382,-0.0203908940221556,-0.0314370469746356
2021-11-26,-0.0229870232086985,-0.0205886563696987,-0.0327122337260481
2022-04-29,-0.0369591539233294,-0.0355325946767166,-0.0520449330591367
2022-08-26,-0.0342685752082448,-0.0300561098953669,-0.0447478213088087
2022-09-13,-0.0441991842044157,-0.0366746622295076,-0.0587924350204576
2024-07-24,-0.0234212328686391,-0.0219463240051655,-0.0352396825478475
2024-08-05,-0.0304270449190397,-0.0263269523861194,-0.0338116928520445
2024-12-18,-0.0299365039227115,-0.0238631063094588,-0.0301854030783585
2025-03-10,-0.0273435352259931,-0.0240797202316893,-0.0332040722534329
2025-04-03,-0.0496059128307296,-0.0370302612592496,-0.0569586266113395
2025-04-04,-0.0616090539678742,-0.0394122189704193,-0.0578571247621182
2025-10-10,-0.0274859756456597,-0.0205781325838709,-0.0297636335967606
