market_date,sent_mean,sent_median,sent_std,news_count,frac_neg,frac_pos,frac_neu,sent_se
2019-01-16,-0.85323894,-0.85323894,0.0,1,1.0,0.0,0.0,0.0
2019-01-17,-0.3734948,-0.3734948,0.55269605,2,0.5,0.0,0.5,0.3908151243338156
2019-01-18,-0.5350928,-0.5970325,0.3832544,4,0.75,0.0,0.25,0.19162720441818237
2019-01-23,-0.16662046,-0.16662046,1.0119619,2,0.5,0.5,0.0,0.7155651479205017
2019-01-24,-0.6558478,-0.60110873,0.1013542,3,1.0,0.0,0.0,0.05851687272957824
2019-01-25,-0.9333493,-0.9333493,0.0,1,1.0,0.0,0.0,0.0
2019-01-28,-0.22231753,-0.22231753,0.16327852,2,0.0,0.0,1.0,0.11545534878995416
2019-01-30,-0.43181613,-0.43181613,0.60283744,2,0.5,0.0,0.5,0.4262704441471805
2019-01-31,-0.7100832,-0.68226624,0.13923936,4,1.0,0.0,0.0,0.06961967796087265
2019-02-03,-0.022265267,-0.022265267,0.0,1,0.0,0.0,1.0,0.0
2019-02-04,-0.03813235,-0.035712127,0.04993502,3,0.0,0.0,1.0,0.028829997531349124
2019-02-05,-0.370105,-0.33504134,0.49547938,3,0.3333333333333333,0.0,0.6666666666666666,0.28606515060573606
2019-02-06,0.3835481,0.3835481,0.0,1,0.0,0.0,1.0,0.0
2019-02-07,-0.59358484,-0.59358484,0.0,1,1.0,0.0,0.0,0.0
2019-02-08,-0.8581085,-0.8581085,0.0,1,1.0,0.0,0.0,0.0
2019-02-10,-0.7648502,-0.7648502,0.0,1,1.0,0.0,0.0,0.0
2019-02-11,-0.04988996,-0.04988996,0.0,1,0.0,0.0,1.0,0.0
2019-02-12,0.69673055,0.69673055,0.0,1,0.0,1.0,0.0,0.0
2019-02-13,-0.88218766,-0.88218766,0.0,1,1.0,0.0,0.0,0.0
2019-02-14,-0.62172127,-0.60105133,0.34709445,5,0.8,0.0,0.2,0.15522535536185514
2019-02-15,-0.18087229,-0.18087229,0.219313,2,0.0,0.0,1.0,0.15507770644216692
2019-02-17,-0.7644755,-0.7644755,0.0,1,1.0,0.0,0.0,0.0
2019-02-19,0.17501429,0.17501429,0.15435916,2,0.0,0.0,1.0,0.10914841008508695
2019-02-20,-0.22883414,-0.22883414,0.0,1,0.0,0.0,1.0,0.0
2019-02-21,0.02675698,0.02675698,0.0,1,0.0,0.0,1.0,0.0
2019-02-22,0.033565193,0.033565193,0.07424125,2,0.0,0.0,1.0,0.05249649185150193
2019-02-24,0.34452993,0.34452993,0.0,1,0.0,0.0,1.0,0.0
2019-02-26,0.6302849,0.6302849,0.0,1,0.0,1.0,0.0,0.0
2019-02-27,0.0003722608,-0.06063333,0.31156465,3,0.0,0.3333333333333333,0.6666666666666666,0.1798819369214563
2019-03-05,-0.017918142,-0.017918142,0.0,1,0.0,0.0,1.0,0.0
2019-03-07,-0.10386473,-0.10386473,0.0,1,1.0,0.0,0.0,0.0
2019-03-11,0.3043241,0.3043241,0.10377607,2,0.0,0.0,1.0,0.07338076105083205
2019-03-12,0.42667684,0.42667684,0.0,1,0.0,0.0,1.0,0.0
2019-03-15,-0.040515095,-0.040515095,0.0,1,0.0,0.0,1.0,0.0
2019-03-18,0.13387807,0.10802807,0.09969194,9,0.0,0.0,1.0,0.03323064744472504
2019-03-28,-0.03994339,-0.03994339,0.0,1,0.0,0.0,1.0,0.0
2019-04-01,-0.068227105,-0.068227105,0.1736943,2,0.0,0.0,1.0,0.12282041573682374
2019-04-03,0.06216573,0.06216573,0.25177634,2,0.5,0.0,0.5,0.17803275567595853
