Date,y_real,mu_pred,sigma_pred,VaR_95,ES_95,VaR_99,ES_99
2020-03-23,-0.0297314925665413,0.0002471715176816139,0.01049793082461641,-0.03648181144153693,-0.10151459639631855,-0.10462448864062544,-0.3026272188249459
2020-03-24,0.0896832425038081,0.0022800593396850397,0.010851178351717792,-0.03573944261192189,-0.0936492217097825,-0.10643130707636965,-0.2510009348051368
2020-03-25,0.0114689982085231,0.0007844126180298129,0.0073105059970945685,-0.025032548282946696,-0.06289046667509403,-0.07361562288218157,-0.16209758311570088
2020-03-26,0.0605438263785688,0.000284212434282044,0.007452668825835231,-0.02572802420110198,-0.23080537130331702,-0.07381197665090487,-0.1660602430643261
2020-03-27,-0.0342678460444303,0.0011603413523558583,0.007571503888894919,-0.0268732443825075,-0.06317223022487886,-0.08349884148340835,-0.3152576838301315
2020-03-30,0.0329665781501471,0.0003408304475436848,0.011595775196416906,-0.04333914655417047,-0.15453795281356006,-0.13383309151473352,-0.3617690890543111
2020-03-31,-0.0161423052108988,0.00039151366945525996,0.0077531171283833425,-0.029042431371807387,-0.07185931892051499,-0.09072072824112556,-0.20568829574643974
2020-04-01,-0.0451463674180075,0.001529835523038502,0.012486606407946233,-0.045323293732817405,-0.11369821997116943,-0.1418402135019698,-0.28693484157775745
2020-04-02,0.0225726561294403,0.001454071319676765,0.012908276589885498,-0.047567943409481936,-0.21101337244789806,-0.15034462295503706,-0.3509072142415385
2020-04-03,-0.0152528608402,0.001121903498252909,0.008444169960397879,-0.03066282533007316,-0.0806042165737495,-0.0964416222284319,-0.1794567667439661
2020-04-06,0.0679682332080674,0.001616597309794187,0.01190196019230535,-0.04310474787115667,-0.12222579356785913,-0.13541757964758425,-0.4295809405278596
2020-04-07,-0.0016043317232304,0.0006201886196129801,0.00930848103027464,-0.03464189839903076,-0.1159638631370764,-0.10829956067113984,-0.25785977205968647
2020-04-08,0.0334893828470159,0.0009629530499024419,0.009782642874451474,-0.03624581227085537,-0.10007493544160614,-0.11442986610460824,-0.4670804165578462
2020-04-09,0.014383474542832,0.0010084070856403976,0.009557458994878526,-0.0353498123146684,-0.10040912709528028,-0.11176487280863125,-0.2317336929005246
2020-04-13,-0.0101560645624545,0.00021740484182297538,0.009992215848413056,-0.036996125277230334,-0.09452009333286664,-0.11281618125688567,-0.30588257184685524
2020-04-14,0.0301145678972492,0.0018893003802815964,0.01240242092610922,-0.044111504773276314,-0.13502401551656312,-0.13727057985090832,-0.31616044631301643
2020-04-15,-0.0222767498875067,0.00019475824254299985,0.010483307604939127,-0.03818951434879227,-0.11551838266065985,-0.11445248254076851,-0.48047660849298934
2020-04-16,0.0057998230646387,0.001725249925532452,0.015422291215471931,-0.054007070038737434,-0.15480071505508256,-0.16259143298131123,-0.4367219361147888
2020-04-17,0.0264409638671176,0.001601452933906057,0.010596416248723489,-0.03484012752687712,-0.08421693116877373,-0.100689087628965,-0.26951236443740634
2020-04-20,-0.0180428643090241,-0.0008935319207656996,0.011065424704475217,-0.039250639482527556,-0.0959738200249933,-0.10941079132961386,-0.17608922261038495
2020-04-21,-0.0311550958162663,0.002368012964138318,0.01582147096302675,-0.05504865762544532,-0.1551792347244039,-0.16762319172749837,-0.4872525835150403
2020-04-22,0.0226713002429618,0.0003944670769794603,0.016527832556734665,-0.05773587429177212,-0.16521099543742557,-0.16645130677397368,-0.35593516634761374
2020-04-23,-0.0005395999041152,-0.0006981733664311734,0.012241446130380099,-0.04017604130278912,-0.09321345971408133,-0.10464925130557358,-0.19950354237453358
2020-04-24,0.0138221114617196,0.00049885573555513,0.011707232437709,-0.03632446905834075,-0.1039043040523406,-0.09407928028997307,-0.16727850967727645
2020-04-27,0.0146068715244491,-0.00014639029689935058,0.012117806102885315,-0.03903476437904657,-0.10076831136545261,-0.10204753825466828,-0.28445156364398244
2020-04-28,-0.0052561743837598,5.49050823501789e-05,0.013037954560295844,-0.03835863627804623,-0.07409578848417847,-0.09238779353252345,-0.1484824125892341
2020-04-29,0.0262366981308891,0.0019377343568602473,0.013266859154775558,-0.035839703813851,-0.09630246358140333,-0.08594224280267751,-0.13890679483968138
2020-04-30,-0.0092551508608553,0.00022723008957871958,0.012986228737084382,-0.03768795662929375,-0.0739359131174954,-0.09019509465949913,-0.14552565153732744
2020-05-01,-0.0284601863512391,0.0008960113578311475,0.01484841967117586,-0.040286297717144565,-0.0808534961769173,-0.09243303420051925,-0.16164007806601396
2020-05-04,0.0042408122145938,0.002562715859780684,0.017774573363302043,-0.05806358069137521,-0.20481335651777974,-0.1662274846239757,-0.3265159732571576
2020-05-05,0.0089999173273822,0.0013857357393377168,0.013056997897756653,-0.03559305658553877,-0.10910968238955078,-0.08417418687001836,-0.13438063246764537
2020-05-06,-0.0070038736436275,0.0017400014484052508,0.012657091055702794,-0.03425470009263169,-0.06034665847514933,-0.08188571256807588,-0.1311509285735942
2020-05-07,0.0114389490633546,0.0026694863101694973,0.013383343098340031,-0.03549329448437523,-0.07458555798751965,-0.08623110415124131,-0.16245386834903922
2020-05-08,0.0167307927704322,0.0013975830740972995,0.012630414778526703,-0.036410802373085444,-0.08491215545043622,-0.09103854853330197,-0.1918868398418305
2020-05-11,0.0001330719019072,0.00025855269608696964,0.013044001679673692,-0.03796455533604364,-0.08224787093621713,-0.09122977625597739,-0.21034475483257203
2020-05-12,-0.0207133576295629,0.0015801493300072386,0.012886162620022382,-0.03439033904851413,-0.060175791000915343,-0.08045923704143473,-0.1466190850551786
2020-05-13,-0.0176169906358547,0.002835138757576551,0.01797194148197679,-0.05816766601615009,-0.11913843976175768,-0.16618658037505374,-0.30161830636355164
2020-05-14,0.0114589178040714,0.001946401844024783,0.018584321658975368,-0.05863226476439697,-0.14972513557457784,-0.15927624516992916,-0.38676562055548835
2020-05-15,0.0039186922544353,0.001953760286677945,0.014239381590784932,-0.03868031275009217,-0.07921929186149357,-0.09277390128938481,-0.18809173387791964
2020-05-18,0.0310151876199215,0.0019142628743262378,0.014026547634419611,-0.03598566971901523,-0.07403254777970347,-0.08178274040809977,-0.14360400014323055
2020-05-19,-0.0105397577781199,0.001058622196720642,0.01439713758178886,-0.040176750862248777,-0.09366599727338347,-0.09542226651129447,-0.19085941547133067
2020-05-20,0.0165140022817817,0.0013136786937503276,0.016437360245659293,-0.04328034784684645,-0.07587985124937681,-0.09756128872664273,-0.2007054019913589
2020-05-21,-0.0078039691244139,-0.000360074913894679,0.007790551506975281,-0.01918762082466128,-0.031858901433265,-0.03763024130359052,-0.06186058306093637
2020-05-22,0.0023509655202508,0.004460076072873542,0.008176413608063881,-0.014713907543077777,-0.027331042931955922,-0.03240943582169102,-0.06479788826317022
2020-05-26,0.0122142619717501,0.0023730735228657176,0.007742902600082962,-0.015742066672467622,-0.028132305698655127,-0.03238260510959597,-0.059886599312007745
2020-05-27,0.0147184596796299,-0.0010508424456259543,0.007777095634613044,-0.019777448951542945,-0.03164886539689659,-0.037990526793215074,-0.06067585347463429
2020-05-28,-0.0021101385393776,-0.0004063920290967635,0.007869044086241268,-0.019352831623576296,-0.034333454700075046,-0.03777671512968024,-0.06087662138398234
2020-05-29,0.0048008007069699,0.002600710010533067,0.008015482136010457,-0.016130891860812704,-0.027810612445711744,-0.03329862540156487,-0.06838135242965307
2020-06-01,0.0037442092688515,0.0033536611547705895,0.007904121637627657,-0.015128259096248584,-0.02804212771286204,-0.032086579831255534,-0.049995228347494855
2020-06-02,0.0081773111609137,0.0020181593949058457,0.007844170527180196,-0.01631319563440816,-0.025712967707805148,-0.03311427468878735,-0.04319828243887059
2020-06-03,0.0135566550386172,0.0022710803414544884,0.007694587991495223,-0.015712610964635096,-0.024760577174123024,-0.03219854480997437,-0.043937436475393436
2020-06-04,-0.0033743828268093,-0.0009805000121729153,0.007714471017812689,-0.0195247332673278,-0.03058662239507857,-0.037500272943345604,-0.058925906615834786
2020-06-05,0.0258740021621006,0.0026504751711779882,0.007672263451452233,-0.015271522823474057,-0.02659827707150729,-0.03168341631397368,-0.04593875716960568
2020-06-08,0.011969668608388,-0.0012173492646051249,0.007715563450206584,-0.01974009495192812,-0.0329242881439384,-0.03764893900463237,-0.05039399406710502
2020-06-09,-0.0078297555813769,0.001079569744071044,0.007811896091962097,-0.01764434460973348,-0.02805683250194269,-0.035690553986733126,-0.0583929976315465
2020-06-10,-0.0053272435431177,0.001561736567618841,0.008047408439805906,-0.017317617810420186,-0.027796197471555848,-0.03475581417137461,-0.05017436742022857
2020-06-11,-0.0607526945420899,0.0012197278116650298,0.007893848904235255,-0.01731890369945732,-0.02837247219079746,-0.03447850870000959,-0.058538270389237396
2020-06-12,0.012976299439118,0.00011498616298942531,0.01017645578384832,-0.028441413979980498,-0.05629650828449954,-0.06535564680148574,-0.21242232454776
2020-06-15,0.0082778511523731,0.0002006500753354544,0.007883355705464983,-0.018687213354561052,-0.030302932289261297,-0.03687753391649532,-0.05566956120564709
2020-06-16,0.0187848520431626,0.0034195162051732196,0.007885733282659048,-0.015159057725724475,-0.026040907336556843,-0.03246517255225435,-0.05472302158172807
2020-06-17,-0.0036067962213368,0.0013209677911960134,0.007927113920615564,-0.017656111287727344,-0.0315488275280608,-0.035902737199156105,-0.06450323956272083
2020-06-18,0.0005940441542647,0.0039437771804410595,0.008172685118670971,-0.015311142459448007,-0.028349551979015813,-0.033247827466790635,-0.05992139732195841
2020-06-19,-0.0056655143001892,0.003379512152981167,0.00789487460921079,-0.015201125043864143,-0.02590554124258134,-0.03247303612286398,-0.0445887386013993
2020-06-22,0.0064740877637197,0.00411351963741871,0.008119288032839008,-0.015312431742879783,-0.03139038444551479,-0.033969474283309625,-0.0532153419450035
2020-06-23,0.004298159097032,0.0036392966832224805,0.007883035379365388,-0.014880193197913142,-0.026227700951725507,-0.03203365336705405,-0.04990968467772727
2020-06-24,-0.0261952459494167,0.0028940255716414544,0.007838209721193638,-0.015517482355885386,-0.02612306264163471,-0.03256597824202441,-0.046375355837875595
2020-06-25,0.0108998173900716,0.0034486209790749855,0.0101653635250244,-0.024747960629365347,-0.049404588670163764,-0.06045792138512679,-0.10141921132916668
2020-06-26,-0.0245252173351294,0.0024042331221160347,0.007928924105901864,-0.016579789202581786,-0.029469172292508408,-0.03483803775982639,-0.05668998405787259
2020-06-29,0.0145789075390698,0.005957185553749543,0.00994919600651177,-0.02058803445801826,-0.04066470953815732,-0.051936680430270936,-0.10070880929042017
2020-06-30,0.0152923336376814,0.0007670903310463764,0.008000650482216877,-0.018457549221859677,-0.03603002470430759,-0.03707831284312753,-0.049276378666560754
2020-07-01,0.0050095741935317,-3.566772750319378e-05,0.008022513313829976,-0.019320579886778405,-0.03651630376299701,-0.03801446387813321,-0.06394442438108092
2020-07-02,0.0045309697387857,0.0022529209737751224,0.00798214205003537,-0.016693880589515816,-0.02784237798761197,-0.03460728808362489,-0.055552615619699056
2020-07-06,0.0157569431658263,0.0019003486759402775,0.007944757353209752,-0.016904442968736083,-0.027975650875769392,-0.034584020345292656,-0.051607838149893885
2020-07-07,-0.0108774770237203,0.000977580793288458,0.007985382538873253,-0.01815285896401454,-0.02976245555227021,-0.036573247365156894,-0.05954651363590197
2020-07-08,0.0077969631416859,0.003194392136897009,0.008905726568798478,-0.018865371319612436,-0.03788530648330115,-0.04153281539099499,-0.08750521890853537
2020-07-09,-0.0056595939049489,0.0023461170111239342,0.008001939559262015,-0.016591286500494642,-0.031163826621441234,-0.03439043135560289,-0.04962088654994379
2020-07-10,0.0104118130009864,0.004508118114844938,0.008093739329819877,-0.014814781511369036,-0.03105919312448586,-0.033293648085429894,-0.05209687322787011
2020-07-13,-0.0094066236664834,0.0022491789701417834,0.008047355129662712,-0.016663450620402486,-0.03093339296968477,-0.03419420781703835,-0.05519802531885882
2020-07-14,0.0133172851894461,0.003876046462121102,0.008747756178622194,-0.01734104418019213,-0.030864326743984358,-0.038271166573805034,-0.06601261287192389
2020-07-15,0.0090410758775439,0.00018710559664174414,0.008052704978296533,-0.018964149311460708,-0.03282268199085527,-0.03714031379205997,-0.06473129724708926
2020-07-16,-0.0034119182072365,0.0016049089476061463,0.008067088409721486,-0.01729182195003047,-0.028765696629368558,-0.03469297037932912,-0.05297290178635821
2020-07-17,0.002844558804474,0.004923453752398145,0.008043164660397107,-0.013898962658222358,-0.02538373563743149,-0.031198022419447156,-0.04964078658529327
2020-07-20,0.0083717949222847,0.004153886338523554,0.008030321338976234,-0.014628082591764614,-0.025965305139879248,-0.031870844475702736,-0.056618753442465336
2020-07-21,0.0016776106203393,0.0015907908359442666,0.007992128631998807,-0.01710237764357594,-0.028924637024834093,-0.03426458757236938,-0.055388663728243935
2020-07-22,0.0057306396229577,0.003918808832852009,0.007947686923202088,-0.014679543110338466,-0.030161345762187597,-0.031771512920052196,-0.04902164358276482
2020-07-23,-0.0123963761928377,0.0042312115760395185,0.007900876859664842,-0.0142566069265034,-0.02645564844358189,-0.031245166924742145,-0.050430628791313326
2020-07-24,-0.0062096309368145,0.0038373879906446846,0.00854067329089532,-0.017422116587366095,-0.03301012657554594,-0.0394738618134276,-0.07869548495133319
2020-07-27,0.0073679197383532,0.0037019153987081083,0.008047667082523802,-0.015369525419831314,-0.02583356160128993,-0.03334295337345354,-0.06262318052309375
2020-07-28,-0.0064944445458211,0.0011758196782522797,0.008006593180771735,-0.017512805626045326,-0.0291711348751057,-0.03460039187241545,-0.055377475982070566
2020-07-29,0.0123517835096749,0.002449703533167135,0.007964698001077387,-0.016860661866035707,-0.029592872480072738,-0.03589546508926881,-0.06562033352600659
2020-07-30,-0.0037572800311502,0.0007723430718774953,0.007938501910471097,-0.018045197683006137,-0.03196573143349775,-0.035788328968702376,-0.04962410972756751
2020-07-31,0.0076412219629402,0.0018144200594256508,0.00788145463174861,-0.016568810633739963,-0.029018942896131033,-0.03335277154596229,-0.054120689107317994
2020-08-03,0.0071553656659426,0.0011517858218728844,0.008019948303920485,-0.017542591012727395,-0.028597533686729213,-0.03458885105984144,-0.04946415134084607
2020-08-04,0.0036054223254121,0.0011610029214007538,0.007877405365618347,-0.01718755620948013,-0.029647007624279027,-0.03389367730082052,-0.04557029616386484
2020-08-05,0.0064091575198012,0.0017599888329431022,0.007831483378077491,-0.016480699025125705,-0.027245280404915913,-0.0330869449743347,-0.049560301346386115
2020-08-06,0.00640712827419,0.0010199839526592507,0.007981042286622792,-0.017565901747170307,-0.02798859173594314,-0.03448065542539209,-0.0633747162253535
2020-08-07,0.0006328241436065,0.0021219151127644417,0.007961131002081864,-0.016400014720797648,-0.027964536503336617,-0.03322441497222367,-0.05507559779895629
2020-08-10,0.0027384827334759,0.0013151404806001545,0.007073950083518791,-0.015099443464225575,-0.025666694927745873,-0.029930773815483272,-0.049133063256300735
2020-08-11,-0.0080010765400121,0.0015713423799066963,0.006672318580826911,-0.013946887850945801,-0.02307723926624137,-0.028033341017219375,-0.043745664210697525
2020-08-12,0.0138995154075051,0.0012548861499030567,0.007103387540761123,-0.015078743016036848,-0.02654265982385251,-0.02956788299748276,-0.0523944587819414
2020-08-13,-0.0020492827488653,-0.0010425899445602959,0.006889187590901001,-0.016985687536187503,-0.026871062684788588,-0.03131336533122781,-0.05366903039208707
2020-08-14,-0.0001718873220285,0.0015019791007184486,0.004367751125798427,-0.00844572892892029,-0.015238739622081875,-0.017099967658035075,-0.02865291748464061
2020-08-17,0.0027061797000743,0.0017297586484992012,0.005597733076684042,-0.01099852232297823,-0.022515718144634704,-0.02203496400909994,-0.03151808657638785
2020-08-18,0.0023007288895721,0.0014729860984624378,0.004351694664050374,-0.008418523032306566,-0.013496994999439444,-0.016989059284035563,-0.02752765081288443
2020-08-19,-0.0044141140079999,0.0014231820168094983,0.0042754075170971136,-0.008294254823141802,-0.01307660635228266,-0.01671277826738806,-0.03141221600090238
2020-08-20,0.003153651189335,0.0030795805442702193,0.004855437569349885,-0.00839628692079552,-0.016667268782572107,-0.019154367699525426,-0.029882566892940023
2020-08-21,0.0034351993029498,0.0008879983879715985,0.0043316121826743785,-0.008961929103631111,-0.014390603117300926,-0.017503649062096983,-0.028767477026188808
2020-08-24,0.0099936103912853,0.0022222659271667264,0.004308683044674744,-0.007565944539070458,-0.012468700115604048,-0.016037176219947363,-0.02656771974753431
2020-08-25,0.0035899032926029,0.0009994006656195533,0.004344445326136611,-0.008872224019785747,-0.014833268688581864,-0.01741949464877789,-0.023604747887402657
2020-08-26,0.0101440119504324,0.0014642296907080156,0.0043270215858650495,-0.00836380765303817,-0.013829116315484507,-0.0168662602587483,-0.02270056209563635
2020-08-27,0.001671626404583,0.0021178290325322554,0.004308049780196492,-0.007664773856019052,-0.014667916890781415,-0.016123770897761968,-0.02285646301291551
2020-08-28,0.0067100140785116,0.0017350116082601784,0.004299456386377902,-0.00802745078954303,-0.01393115069110623,-0.016467922662747513,-0.02399713926538475
2020-08-31,-0.0021973605623918,0.001975251472064371,0.0043208092123346205,-0.007842701814146527,-0.013458555729021356,-0.016343564443310626,-0.025291823269700028
2020-09-01,0.0074968189268141,0.0008048768586067799,0.004544771988824923,-0.00960584921461085,-0.016213663780582515,-0.018769991433643524,-0.02745958957712632
2020-09-02,0.0152490541901656,0.0013868487942651074,0.004341870379508806,-0.00847582430376746,-0.014309658187950235,-0.0170098518858098,-0.0264915250472552
2020-09-03,-0.0357575855396642,0.0022528096762809476,0.004468738350671931,-0.008100081958304584,-0.014402676212082596,-0.017424416070836682,-0.023628131604849688
2020-09-04,-0.0081662813399229,0.003633644124977993,0.008622002672525652,-0.01984057263069117,-0.03832579439269515,-0.048596752870909046,-0.09356101337890488
2020-09-08,-0.0281488368506128,0.0010438305802453064,0.007705651929627893,-0.017236247297709766,-0.029114538772631378,-0.03449974568436609,-0.04731011087642993
2020-09-09,0.0199447685202259,0.0031917314882124875,0.009770897499782107,-0.02320771890349627,-0.04610173300108636,-0.05510435959341806,-0.1139345565441126
2020-09-10,-0.0177412698179699,0.0007162565819870429,0.007687186276833211,-0.017810132768392183,-0.03060319654808725,-0.035859586537067625,-0.05497034014359709
2020-09-11,0.0005329513271484,0.0034680835824708227,0.010299104200973982,-0.024250889359875544,-0.049097652591855265,-0.05750774298594518,-0.10156779469137397
2020-09-14,0.012661314711189,0.0012130828714600294,0.00798895358197331,-0.01713865983972905,-0.028779485865153758,-0.03338534862282419,-0.0441797542415912
2020-09-15,0.0052058118315071,-0.00022700578766704635,0.00789442158536589,-0.019006766083772133,-0.02997081432447494,-0.03683964057591217,-0.06881207420870705
2020-09-16,-0.0046296583637453,0.002486048718693119,0.007834867510346542,-0.015506696897566695,-0.02495024904885902,-0.03142651066695002,-0.05980043182613044
2020-09-17,-0.0084479553221299,0.002023005377828093,0.008030484876527832,-0.016781155462693573,-0.030507240041093273,-0.03408447611065648,-0.058820808034978835
2020-09-18,-0.011245565213035,0.0014100516214981388,0.008050009235844442,-0.01777440611690076,-0.031958202996948556,-0.036056714170238355,-0.05068555243363433
2020-09-21,-0.0116385602332885,0.0009460276215301788,0.008198400933440379,-0.019186816824522144,-0.0324644484431922,-0.03953201990696416,-0.07857031298357604
2020-09-22,0.0104630133216401,-5.29048345368771e-05,0.008036666507199062,-0.0197082282008412,-0.032820347029999246,-0.03941445573953759,-0.06496131642143518
2020-09-23,-0.0240073552153839,0.0017973070474326682,0.008082233332821433,-0.01670369342207065,-0.02877224332823523,-0.03296611056190753,-0.0598211879362215
2020-09-24,0.0029830160424714,0.003683319344250987,0.010558311966928057,-0.02442063868122381,-0.045482688484840876,-0.05746736078777207,-0.09897021353183012
2020-09-25,0.0158504473369614,0.0008075691881995325,0.008153390708837364,-0.017886722507916057,-0.028805467873166252,-0.03437355260838305,-0.05042809882855147
2020-09-28,0.0159821807104992,0.0001650044040901084,0.0078038451901196225,-0.018704878292469487,-0.030844536432068706,-0.03720855975869315,-0.05454428794762471
2020-09-29,-0.0048242746203046,0.0002893410417620676,0.00826265789877738,-0.019743642075070827,-0.033826467734551315,-0.03949116626444779,-0.06330960163895605
2020-09-30,0.0082198337849473,0.002388638981294784,0.00822221851427044,-0.017229152600390957,-0.03188695064519164,-0.03596768780921903,-0.054020590006285535
2020-10-01,0.0052789351215227,0.0014381518541568908,0.008194223713926016,-0.0173138036932386,-0.03134760225564813,-0.033787148577777794,-0.05322086644441588
2020-10-02,-0.0096238049565307,0.001093290957671389,0.007850042565769103,-0.016872287815031233,-0.02727905815139126,-0.032657064558336835,-0.0444875334888738
2020-10-05,0.0178131162234321,-0.0010657813374873517,0.008446026862856915,-0.021536504802477166,-0.03588863274316897,-0.04170236540429082,-0.08548248739281529
2020-10-06,-0.0140720563583306,0.00010495643202992644,0.008228986653491137,-0.019849228926923448,-0.03477897931364612,-0.03952454448176355,-0.06036468233068969
2020-10-07,0.0172471429443761,-0.0003837419099971451,0.008813140489559819,-0.021704677338260175,-0.03591225106814494,-0.04263210526008322,-0.07707166048725518
2020-10-08,0.0079782313503539,-0.0009539128486537663,0.008122675360413932,-0.020784794720978942,-0.033943426676451574,-0.040599463236771084,-0.06320471702360056
2020-10-09,0.008755090968819,0.0015274354965480912,0.0080522880094797,-0.016871002919588957,-0.030084389021393803,-0.03298253282694846,-0.0543267458597889
2020-10-12,0.0162825363133352,0.0009672965265904624,0.008051956704494023,-0.017420032735102765,-0.02798048695194029,-0.033503367340850444,-0.045020407648316295
2020-10-13,-0.0063269089281207,0.0002473365664782518,0.00825648931258626,-0.019971313417621383,-0.03241128668336564,-0.04029241473744955,-0.06506517487632239
2020-10-14,-0.006645169344888,0.00227240383071136,0.008261950921830333,-0.016829199539388634,-0.030472639328060016,-0.0339620416716505,-0.05031683542479626
2020-10-15,-0.0015289137675462,0.0011784348365883812,0.00829341692070548,-0.018360040083068782,-0.030304645066659447,-0.03655921469700952,-0.051350150502257115
2020-10-16,0.0001349188655967,0.001120238393662621,0.008240968582212963,-0.017698215754008487,-0.027142776146689876,-0.03415776228551256,-0.05302706890175526
2020-10-19,-0.0164646817835608,0.0010312816390943384,0.00817661267227427,-0.017622373660668336,-0.027379133252170215,-0.03390599290210789,-0.04821088422294371
2020-10-20,0.0047161967114456,0.0003923562605706501,0.01031470950615332,-0.026929308964447632,-0.04613006988042085,-0.05877006150689899,-0.09371526612883446
2020-10-21,-0.0021980969674755,0.0019007322663039878,0.008224571868993866,-0.016864263515106573,-0.029269425628431385,-0.03324851385034593,-0.04627968123450322
2020-10-22,0.0052053447789904,0.0014262183581677846,0.008181669897274903,-0.017236625871865745,-0.029238016327195283,-0.033524083827882925,-0.04155977823855464
2020-10-23,0.0034398376343483,0.0013035442712826006,0.008153158802407814,-0.01729936620381782,-0.028249526369735975,-0.03354360816853589,-0.04681039836500945
2020-10-26,-0.0187644665127659,0.0016659315855958737,0.008104668277039921,-0.016822146535878723,-0.025349912716794445,-0.03295864787192904,-0.050014461959606314
2020-10-27,-0.0030302232963619,0.0022001341160383836,0.010117947464588942,-0.023565575674093592,-0.04336306778677273,-0.051473519959996286,-0.14615352696281902
2020-10-28,-0.0359255417333993,0.002443824297687046,0.008162440890669762,-0.016172146303510736,-0.026031150842791784,-0.03241333439960496,-0.050314468271105264
2020-10-29,0.0118765316542814,0.0013579530060616567,0.009985742341061185,-0.02488107169482785,-0.04500516097484469,-0.055012598773502126,-0.09957779688322226
2020-10-30,-0.0122036992572113,0.0007884926831334024,0.008321489589898973,-0.018384078058991952,-0.029344005567827475,-0.03546016345207175,-0.05298045453356122
2020-11-02,0.0122429418948527,0.0016409970743675667,0.009708752649216267,-0.021705670932271482,-0.040568491271768564,-0.044352629029670604,-0.08247214161524244
2020-11-03,0.0176427311397694,0.0002746491479573106,0.008356415302224467,-0.018873843120363654,-0.03044533016581178,-0.035740992718001185,-0.04689824552562667
2020-11-04,0.0218075172245977,-0.000944710304419275,0.008425602761574991,-0.021367250665694663,-0.039520687604721105,-0.04148818424310008,-0.058690473653624696
2020-11-05,0.0192732917107411,-0.001183186535380031,0.008615553084698685,-0.022219273534699654,-0.03653735929122187,-0.04324181722044311,-0.06184351539768651
2020-11-06,-0.0002877822932725,0.0005923223564485622,0.009015193230704176,-0.02137449505049459,-0.035093069217090544,-0.043239891118491414,-0.08264886116650856
2020-11-09,0.0116319865448793,0.00045960173097990325,0.008457791056124755,-0.01881733020203339,-0.027619561878596478,-0.03561267178527292,-0.050371394138371106
2020-11-10,-0.0014007834839128,0.0007641516893430289,0.008467246400066719,-0.018533392784777215,-0.02885407711259063,-0.035345024591290325,-0.05224370701701221
